RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.0158860141224928,-0.0110292213329293,0.0141883177925919,-0.131421904799429,0.01,0.12,0.15,M,15,15
0.460313515411038,0.108528507649727,,,,,,,,
-0.0809375676897728,0.180680420839167,,,,,,,,
-0.121585164637485,-0.027367249930332,,,,,,,,
0.104518037963572,0.135819956523898,,,,,,,,
-0.350024865873429,-0.0745035718718391,,,,,,,,
0.4484870346282,-0.0794781217316349,,,,,,,,
0.320093558305233,0.139041788479122,,,,,,,,
-0.356654352684593,0.139605594293799,,,,,,,,
-0.456673194158924,-0.12845719031269,,,,,,,,
-0.102896477619049,-0.188900138145764,,,,,,,,
-0.230023838586642,0.0205326684751991,,,,,,,,
-0.156537213960403,0.0956820351768899,,,,,,,,
-0.335236385456665,-0.184467144872249,,,,,,,,
-0.468325558556685,0.0321705853729906,,,,,,,,
