RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.433331906397915,-0.163322341501917,0.0828276985651853,0.0984827070868505,0.01,0.12,0.15,T2,12,4
0.433331906397915,-0.163322341501917,0.379021358739106,0.0249660019554762,,,,,,
0.433331906397915,-0.163322341501917,0.0720182429623104,-0.0157657725546735,,,,,,
-0.0171104219975746,-0.174080764605364,0.305948451988786,-0.0827092072142228,,,,,,
-0.0171104219975746,-0.174080764605364,,,,,,,,
-0.0171104219975746,-0.174080764605364,,,,,,,,
-0.0431291635372564,0.120997641475009,,,,,,,,
-0.0431291635372564,0.120997641475009,,,,,,,,
-0.0431291635372564,0.120997641475009,,,,,,,,
-0.0958402031920793,-0.0278589289417197,,,,,,,,
-0.0958402031920793,-0.0278589289417197,,,,,,,,
-0.0958402031920793,-0.0278589289417197,,,,,,,,
