RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.291131609545353,0.0675488905825322,0.121182535757915,-0.141919752658794,0.01,0.15,0.2,M,10,3
0.291131609545353,0.0675488905825322,0.318720027217484,-0.0478500075614988,,,,,,
0.291131609545353,0.0675488905825322,0.407839129556167,-0.149870411651851,,,,,,
0.291131609545353,0.0675488905825322,0.173485622841308,0.0601525158274815,,,,,,
0.0553319097881146,0.0948399777063582,,,,,,,,
0.0553319097881146,0.0948399777063582,,,,,,,,
0.0553319097881146,0.0948399777063582,,,,,,,,
0.0553319097881146,0.0948399777063582,,,,,,,,
-0.299980296334232,-0.193926611273785,,,,,,,,
-0.299980296334232,-0.193926611273785,,,,,,,,
