RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.0591197617205398,-0.057522749609001,0.41016135640009,0.185793230534555,0.01,0.12,0.15,M,12,4
0.0591197617205398,-0.057522749609001,-0.429661491796598,0.123832532024552,,,,,,
0.0591197617205398,-0.057522749609001,-0.14279470475577,0.0527347752248778,,,,,,
0.168780983309546,-0.156617881355805,0.354335198246316,-0.14903578157583,,,,,,
0.168780983309546,-0.156617881355805,,,,,,,,
0.168780983309546,-0.156617881355805,,,,,,,,
-0.483510597539699,-0.0467777398457925,,,,,,,,
-0.483510597539699,-0.0467777398457925,,,,,,,,
-0.483510597539699,-0.0467777398457925,,,,,,,,
-0.255854743270163,0.00481002498953961,,,,,,,,
-0.255854743270163,0.00481002498953961,,,,,,,,
-0.255854743270163,0.00481002498953961,,,,,,,,
