RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
-0.352878400397536,-0.18326503342191,0.29522782979897,-0.0526693358240064,0.01,0.12,0.15,T2,12,12
-0.111281724023094,0.00463211070218228,,,,,,,,
0.280381197429855,0.0662453245949625,,,,,,,,
0.158250117919983,0.140489850809937,,,,,,,,
-0.396365220824819,0.0268762517037626,,,,,,,,
0.0874703871988255,-0.13264443470375,,,,,,,,
-0.276210072403243,-0.0913747872900313,,,,,,,,
-0.458361675346304,0.167549848893458,,,,,,,,
-0.252879341749436,0.184807530492909,,,,,,,,
-0.215891684246123,0.0390678731816315,,,,,,,,
0.46368049965705,-0.183239785775826,,,,,,,,
-0.01624135423539,0.126163103648753,,,,,,,,
