RobotX,RobotY,t_GoalX,t_GoalY,t_Informed,t_Rrep,t_Rori,t_Ratt,Var9,nAg,groups
-0.0620745053426254,0.0572929184529484,0.389590946691897,-0.0518151079994787,0.5,0.01,0.12,0.15,M,12,1
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
-0.0620745053426254,0.0572929184529484,,,,,,,,,
