CCO,avgA2A,isolated
0,0.212537243942193,0
0,0.212800848838591,0
0,0.213054003933547,0
0,0.21329719528976,0
0,0.213530883383764,0
0,0.213755832715787,0
0,0.213972214849102,0
0,0.214180418072028,0
0,0.2143808103346,0
0,0.214573739451664,0
0,0.214759538369659,0
0,0.214938524663575,0
0,0.215111000300868,0
0,0.215277250845964,0
0,0.215437550125772,0
0,0.215592157615572,0
0,0.21574131817166,0
0,0.215885262301662,0
0,0.216024204913121,0
0,0.216158360260396,0
0,0.216287930809751,0
0,0.216413109161291,0
0,0.216534080730081,0
0,0.21665101931583,0
0,0.216764094640384,0
0,0.21687346768773,0
0,0.216979292082243,0
0,0.217081715360123,0
0,0.217180887116183,0
0,0.217276943960035,0
0,0.217370015414315,0
0,0.217460224841974,0
0,0.217547689568823,0
0,0.21763252247538,0
0,0.21771482946923,0
0,0.217794710644498,0
0,0.217872260588123,0
0,0.217947568476095,0
0,0.218020718060792,0
0,0.218091787163177,0
0,0.218160850090186,0
0,0.218227976535319,0
0,0.218293242108246,0
0,0.218356748842613,0
0,0.218418563706032,0
0,0.218478750160148,0
0,0.218537368203273,0
0,0.218594474530853,0
0,0.218650153820464,0
0,0.218704478289321,0
0,0.218757488417531,0
0,0.21880921822099,0
0,0.218859780109609,0
0,0.218909144662702,0
0,0.218957335470742,0
0,0.219004371968294,0
0,0.21905026995855,0
0,0.219095042032107,0
0,0.219138698251164,0
0,0.219181342317186,0
0,0.21922297216049,0
0,0.219263712995456,0
0,0.21930359138385,0
0,0.219342632736341,0
0,0.219380755752156,0
0,0.21941808634688,0
0,0.219454646054699,0
0,0.219490455267274,0
0,0.219525533298985,0
0,0.219559898450107,0
0,0.219593605533547,0
0,0.219626633551375,0
0,0.219658998090855,0
0,0.219690714845591,0
0,0.219721798627114,0
0,0.219752262767678,0
0,0.219782119959564,0
0,0.219811382297552,0
0,0.219840061318799,0
0,0.219868171520292,0
0,0.219895724750289,0
0,0.219922731176675,0
0,0.219949200545202,0
0,0.219975142208412,0
0,0.220000565152612,0
0,0.220025478023034,0
0,0.220049889147283,0
0,0.220073821198564,0
0,0.220097311758562,0
0,0.220120365899907,0
0,0.220142988598777,0
0,0.220165184743762,0
0,0.220186959143674,0
0,0.220208316534459,0
0,0.220229261585309,0
0,0.220249798904065,0
0,0.220269933042015,0
0,0.220289668498155,0
0,0.220309009722979,0
0,0.220327961121852,0
0,0.22034652705803,0
0,0.220364711855364,0
0,0.220382518807038,0
0,0.220399950841619,0
0,0.220417019148458,0
0,0.220433736427212,0
0,0.220450105870865,0
0,0.220466130670183,0
0,0.220481813868932,0
0,0.220497158885869,0
0,0.220512169164902,0
0,0.220526848166513,0
0,0.220541199360708,0
0,0.22055522622119,0
0,0.220568932220467,0
0,0.220582320825706,0
0,0.220595395495189,0
0,0.220608159675215,0
0,0.220620616797375,0
0,0.220632770276102,0
0,0.220644623506429,0
0,0.220656179861896,0
0,0.220667442692551,0
0,0.220678415323011,0
0,0.220689101050514,0
0,0.220699503142958,0
0,0.22070962483685,0
0,0.220719469335158,0
0,0.220729039805009,0
0,0.2207383393752,0
0,0.22074737113348,0
0,0.220756138112489,0
0,0.220764643302784,0
0,0.220772889674301,0
0,0.220780880135579,0
0,0.220788617543166,0
0,0.220795834765389,0
0,0.220802795586955,0
0,0.220809502695022,0
0,0.220823188738564,0
0,0.220836542451513,0
0,0.220849564001382,0
0,0.220862253131918,0
0,0.220874609134641,0
0,0.220886630815856,0
0,0.220898316692752,0
0,0.220909664617285,0
0,0.220920671802472,0
0,0.22093133480954,0
0,0.220941649450864,0
0,0.220951610712218,0
0,0.220961251942473,0
0,0.22097060731515,0
0,0.220979678890068,0
0,0.220988468677831,0
0,0.220996978644289,0
0,0.221005210714954,0
0,0.221013197898865,0
0,0.221021026559639,0
0,0.221028687789055,0
0,0.221036178885787,0
0,0.221043502471619,0
0,0.22105068117915,0
0,0.221057725264819,0
0,0.221064628299959,0
0,0.221071376420265,0
0,0.221077944283179,0
0,0.221084290224936,0
0,0.221090350292908,0
0,0.221096033424179,0
0,0.221101210909596,0
0,0.22110572222149,0
0,0.221110236592782,0
0,0.221115125238782,0
0,0.221120054002895,0
0,0.22112389814178,0
0,0.221128615690324,0
0,0.221130321171096,0
0,0.221127713082635,0
0,0.221120913802428,0
0,0.221110354208605,0
0,0.221096358042629,0
0,0.221079177626222,0
0,0.221059025110233,0
0,0.221036086468544,0
0,0.221010529113673,0
0,0.220982505888601,0
0,0.220952171999917,0
0,0.220919662068609,0
0,0.22088508976535,0
0,0.220848561230698,0
0,0.220810175407731,0
0,0.220770052753415,0
0,0.2207283003828,0
0,0.220684983453133,0
0,0.220640166878482,0
0,0.220593950959854,0
0,0.220546445886247,0
0,0.220497733858943,0
0,0.220447894080641,0
0,0.22039701499829,0
0,0.220345240092222,0
0,0.220292754445666,0
0,0.22023963401284,0
0,0.220185941678299,0
0,0.22013172938301,0
0,0.220077036405045,0
0,0.220021891872657,0
0,0.219966328047213,0
0,0.219910370274643,0
0,0.219854135727846,0
0,0.219796248017037,0
0,0.219738142624254,0
0,0.219679842091241,0
0,0.219621354217866,0
0,0.219562686237632,0
0,0.219503869324443,0
0,0.219444969210383,0
0,0.219386112407682,0
0,0.219327526402791,0
0,0.219269494503824,0
0,0.219212236678306,0
0,0.219156017413315,0
0,0.219101908879128,0
0,0.219052453438835,0
0,0.219011925756485,0
0,0.21897904747013,0
0,0.218950227736453,0
0,0.218927535145602,0
0,0.218913379782495,0
0,0.21891108245005,0
0,0.218924684252723,0
0,0.218957800346717,0
0,0.219014305379138,0
0,0.219098385570437,0
0,0.219213358669728,0
0,0.219360696148757,0
0,0.219540057318405,0
0,0.219736892722613,0
0,0.219943219037598,0
0,0.220168305128093,0
0,0.220397475369798,0
0,0.220635481945142,0
0,0.220882815977298,0
0,0.22113822043908,0
0,0.221400188010972,0
0,0.221722706630403,0
0,0.222053521578643,0
0,0.222392383204807,0
0,0.222738720630046,0
0,0.223093037553394,0
0,0.223452249004149,0
0,0.223815362064031,0
0,0.224289545503004,0
0,0.224584620068407,0
0,0.224881757875634,0
0,0.225180148270404,0
0,0.225479847148392,0
0,0.225780934917303,0
0,0.226082321566612,0
0,0.226399282200337,0
0,0.226714388393025,0
0,0.227026112281596,0
0,0.227333833143705,0
0,0.227637012604178,0
0,0.22793512535594,0
0,0.228232215588649,0
0,0.22852389113999,0
0,0.228808947464062,0
0,0.229086686449446,0
0,0.229356724455909,0
0,0.229618717462645,0
0,0.229872088286197,0
0,0.230116728831193,0
0,0.230352278854839,0
0,0.230659786562609,0.0666666666666667
0,0.230876642486864,0
0,0.231174659005328,0.0666666666666667
