CCO,avgA2A,isolated
0,0.160817055513955,0
0,0.161216280267742,0
0,0.161609657314996,0
0,0.16199561721019,0
0,0.162375814051087,0
0,0.162750676622728,0
0,0.163121945555549,0
0,0.163490895776568,0
0,0.163595223740671,0
0,0.163694098456885,0
0,0.16378789239982,0
0,0.163876938395805,0
0,0.163961537269458,0
0,0.164041964757657,0
0,0.164118477507924,0
0,0.164191319307402,0
0,0.164260726839303,0
0,0.164326934730725,0
0,0.164390174567059,0
0,0.164450662667087,0
0,0.164508613205975,0
0,0.164564225134411,0
0,0.164617678274279,0
0,0.164669128284896,0
0,0.164718710751133,0
0,0.164766547745321,0
0,0.164813089904144,0
0,0.164858402788038,0
0,0.164902543226407,0
0,0.164945561115088,0
0,0.164987508271626,0
0,0.165028423388008,0
0,0.165068340239176,0
0,0.165101420779423,0
0,0.165133680248765,0
0,0.16516515245686,0
0,0.165195867923945,0
0,0.165225854622581,0
0,0.165255138418401,0
0,0.165283741401312,0
0,0.165311686385861,0
0,0.165338993384379,0
0,0.165365681895845,0
0,0.165391770466067,0
0,0.165417277565782,0
0,0.165442220835053,0
0,0.165470238381334,0
0,0.165497477590272,0
0,0.165523953029833,0
0,0.165550360007956,0
0,0.165576021019053,0
0,0.165600949576047,0
0,0.165625158644677,0
0,0.165648660875103,0
0,0.165671468652683,0
0,0.165693594109,0
0,0.165715049107262,0
0,0.165735845305582,0
0,0.165755994180212,0
0,0.165775507045477,0
0,0.165794395077113,0
0,0.165812669300222,0
0,0.165830340610245,0
0,0.16584741977603,0
0,0.165863917436606,0
0,0.165879844093512,0
0,0.165895210099241,0
0,0.165910025642494,0
0,0.165924300731063,0
0,0.165938045173208,0
0,0.165951268558423,0
0,0.165963980238431,0
0,0.165976189309214,0
0,0.165987904886622,0
0,0.165999137454491,0
0,0.166009895387623,0
0,0.166020186731988,0
0,0.166030019198229,0
0,0.166039400158986,0
0,0.166048336649833,0
0,0.166056835373498,0
0,0.166064902706921,0
0,0.166072544710701,0
0,0.166079767140421,0
0,0.166086575459373,0
0,0.166092974852208,0
0,0.166098970239121,0
0,0.16610456629018,0
0,0.166109767439522,0
0,0.166114577899144,0
0,0.16611900202663,0
0,0.166123047843237,0
0,0.166126717705217,0
0,0.166130015003869,0
0,0.166132943097377,0
0,0.166135504853408,0
0,0.166137702539699,0
0,0.16613953890569,0
0,0.166141016544957,0
0,0.166142137898394,0
0,0.166142905256466,0
0,0.166143320809536,0
0,0.166143397160901,0
0,0.166143144871993,0
0,0.166142567687037,0
0,0.166141669405622,0
0,0.166140453991414,0
0,0.166138932160682,0
0,0.166137109809074,0
0,0.166134991152833,0
0,0.166132580507759,0
0,0.16612988228548,0
0,0.166126900988173,0
0,0.166123641201606,0
0,0.166120107586512,0
0,0.166116304868384,0
0,0.166112237825936,0
0,0.166107911278561,0
0,0.166103330073233,0
0,0.166098499071376,0
0,0.166093422958769,0
0,0.166088106606877,0
0,0.16608255587537,0
0,0.166076779583472,0
0,0.166070784245334,0
0,0.166064574562802,0
0,0.166058155164799,0
0,0.166051530616346,0
0,0.166044705431096,0
0,0.166037684096947,0
0,0.166030471091988,0
0,0.166023070906022,0
0,0.166015488061512,0
0,0.166007729526909,0
0,0.165999805627031,0
0,0.165991723119349,0
0,0.165983486399788,0
0,0.165975099876762,0
0,0.165966567975818,0
