RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.328436544544822,0.158116820635244,0.21958022567387,0.138384498920826,0.01,0.12,0.15,V,15,15
-0.198851787181838,0.125787608839145,,,,,,,,
0.492065631805334,-0.156941135543895,,,,,,,,
0.0429487384510641,-0.123122298104738,,,,,,,,
0.0659808250567981,0.108177601260078,,,,,,,,
-0.296586731741769,-0.0226564403899516,,,,,,,,
0.200474773657144,-0.0941792125259708,,,,,,,,
-0.183348354562943,0.0108236182192676,,,,,,,,
-0.0760956541559669,-0.184579780019653,,,,,,,,
-0.428149295333878,0.137064279354582,,,,,,,,
-0.0236941315552494,-0.0219133869560165,,,,,,,,
-0.287203887066874,0.177473902748098,,,,,,,,
0.23689829920024,-0.198729629799559,,,,,,,,
-0.407457254923712,-0.132741618240016,,,,,,,,
0.395466771919985,0.0778611164615193,,,,,,,,
