CCO,avgA2A,isolated
0,0.218305207732133,0
0,0.218467365926803,0
0,0.218621998190944,0
0,0.218769682996843,0
0,0.21891129562002,0
0,0.219046963363291,0
0,0.219177131491662,0
0,0.219302205918814,0
0,0.219422559225703,0
0,0.219538296795141,0
0,0.219649982658328,0
0,0.219757904112607,0
0,0.21986232351506,0
0,0.219963485308944,0
0,0.220061612638737,0
0,0.220156909804529,0
0,0.220249579826383,0
0,0.220339791051025,0
0,0.220427696591588,0
0,0.220513435280683,0
0,0.22059727417286,0
0,0.220679145261026,0
0,0.220759150466629,0
0,0.220837382784363,0
0,0.22091391945517,0
0,0.220989005183598,0
0,0.221062517993013,0
0,0.221134523694526,0
0,0.221205074954872,0
0,0.221274211975108,0
0,0.221341991437484,0
0,0.221408523765758,0
0,0.221473816391788,0
0,0.221537969706393,0
0,0.221601066593559,0
0,0.221663184682759,0
0,0.221724403462657,0
0,0.22178480190928,0
0,0.221844456484379,0
0,0.221903447572667,0
0,0.221961859484033,0
0,0.222019752370599,0
0,0.222077179367669,0
0,0.222134281093039,0
0,0.222191063197005,0
0,0.222247520584211,0
0,0.222303660248583,0
0,0.222359495840145,0
0,0.222419078649117,0
0,0.222478425747372,0
0,0.222537600536839,0
0,0.222596623066953,0
0,0.22265551361038,0
0,0.222714269936479,0
0,0.222772891713201,0
0,0.22283138042828,0
0,0.222891441922788,0
0,0.222951614342452,0
0,0.223011906280493,0
0,0.223070123895964,0
0,0.223128635456228,0
0,0.223187454395561,0
0,0.223246594707218,0
0,0.223306067605836,0
0,0.223365887415885,0
0,0.223426074438736,0
0,0.223486638472557,0
0,0.223547588450812,0
0,0.223608933266036,0
0,0.223670680837542,0
0,0.223730658748767,0
0,0.223790804947394,0
0,0.223851125952451,0
0,0.22391165333421,0
0,0.22397238104455,0
0,0.224033332119421,0
0,0.224094513445473,0
0,0.22415592512415,0
0,0.224217567557034,0
0,0.224280760279042,0
0,0.224344041377969,0
0,0.224407091194214,0
0,0.224470342411171,0
0,0.224533793907992,0
0,0.224597444749501,0
0,0.224662018175889,0
0,0.224726712947334,0
0,0.224918307835151,0
0,0.224983603197781,0
0,0.22517930411148,0
0,0.225245298471801,0
0,0.225442303505964,0
0,0.225643545396728,0
0,0.225846146939741,0
0,0.226046275921087,0
0,0.226247550460994,0
0,0.226449681194625,0
0,0.226652018851393,0
0,0.226854553280215,0
0,0.227057015391961,0
0,0.227259114710027,0
0,0.227460161416118,0
0,0.227661016006553,0
0,0.227861474304786,0
0,0.228061974671729,0
0,0.228261768830783,0
0,0.228460664791623,0
0,0.22865850820243,0
0,0.228855193827134,0
0,0.229050656542956,0
0,0.229244837242332,0
0,0.229437650076232,0
0,0.229628978946265,0
0,0.229818701142365,0
0,0.230006706546125,0
0,0.230192882719141,0
0,0.230377066885933,0
0,0.230559198420476,0
0,0.230739304113418,0
0,0.230917437727682,0
0,0.231093637196039,0
0,0.231267993537511,0
0,0.23144059514617,0
0,0.231611892092838,0
0,0.231783364549622,0
0,0.23195584743064,0
0,0.23208368107708,0
0,0.232212307615996,0
0,0.232341717221957,0
0,0.232471905671295,0
0,0.232602869601868,0
0,0.23273738029138,0
0,0.232872285871506,0
0,0.233007585084382,0
0,0.23314327648125,0
0,0.233279358566567,0
0,0.233415829720105,0
0,0.2335527199294,0
0,0.23369002655067,0
