RobotX,RobotY,t_GoalX,t_GoalY,t_Informed,t_Rrep,t_Rori,t_Ratt,Var9,nAg,groups
0.419954788136675,-0.0178390099010291,0.0964973542802602,-0.0567079313828368,0.5,0.01,0.12,0.15,T2,15,3
0.419954788136675,-0.0178390099010291,,,,,,,,,
0.419954788136675,-0.0178390099010291,,,,,,,,,
0.419954788136675,-0.0178390099010291,,,,,,,,,
0.419954788136675,-0.0178390099010291,,,,,,,,,
-0.250617049998806,-0.184852875733366,,,,,,,,,
-0.250617049998806,-0.184852875733366,,,,,,,,,
-0.250617049998806,-0.184852875733366,,,,,,,,,
-0.250617049998806,-0.184852875733366,,,,,,,,,
-0.250617049998806,-0.184852875733366,,,,,,,,,
-0.478335558878753,0.182449035135426,,,,,,,,,
-0.478335558878753,0.182449035135426,,,,,,,,,
-0.478335558878753,0.182449035135426,,,,,,,,,
-0.478335558878753,0.182449035135426,,,,,,,,,
-0.478335558878753,0.182449035135426,,,,,,,,,
