CCO,avgA2A,isolated
0,0.159816814722748,0
0,0.160174310747018,0
0,0.160523213089751,0
0,0.160863162525819,0
0,0.161193902508655,0
0,0.161515263259376,0
0,0.161827152378678,0
0,0.162129695023845,0
0,0.162425440425274,0
0,0.162719354638978,0
0,0.163011820123095,0
0,0.163302592101488,0
0,0.163591659647582,0
0,0.163878962164104,0
0,0.164164448776464,0
0,0.164448079672515,0
0,0.164729823665733,0
0,0.165009656273331,0
0,0.165287557796635,0
0,0.165563512222392,0
0,0.165837505615151,0
0,0.166095544369095,0
0,0.166352595932807,0
0,0.166608677916207,0
0,0.166863796941341,0
0,0.167117756478355,0
0,0.167370282113848,0
0,0.167621305248698,0
0,0.167870702745684,0
0,0.168118196862471,0
0,0.168363478436602,0
0,0.168606418664441,0
0,0.168846981491864,0
0,0.169085137981396,0
0,0.169319612637935,0
0,0.169552355313365,0
0,0.169783314852235,0
0,0.170012431368418,0
0,0.170239636854832,0
0,0.170466279461931,0
0,0.170690821528454,0
0,0.170913195969001,0
0,0.171141678018349,0
0,0.171367578516361,0
0,0.171590846290268,0
0,0.171811421987673,0
0,0.172029235481608,0
0,0.172244186099857,0
0,0.172456135049886,0
0,0.172664900180327,0
0,0.17265264178039,0.125
0,0.172859705687425,0
0,0.173062904480322,0
0,0.173261917948194,0
0,0.173456399674527,0
0,0.173645977973693,0
0,0.173827680408766,0
0,0.173792145361177,0.125
0,0.173961021382637,0
0,0.174110751905277,0
0,0.174249214985678,0
0,0.174377177202335,0
0,0.174494843059677,0
0,0.174602502331839,0
0,0.174700456198124,0
0,0.174789029339404,0
0,0.174868564655377,0
0,0.174939405316776,0
0,0.175001991605058,0
0,0.175056289154923,0
0,0.17510191975666,0
0,0.175139472518078,0
0,0.175169804496217,0
0,0.175193669243139,0
0,0.175211661912396,0
0,0.175224405047327,0
0,0.17523250396588,0
0,0.175236634398796,0
0,0.17523716029795,0
0,0.175234586300379,0
0,0.175229489125378,0
0,0.175222832094077,0
0,0.175216002376591,0
0,0.175210106352634,0
0,0.175205665496298,0
0,0.175202885581295,0
0,0.175201869374006,0
0,0.175202692011402,0
0,0.175205418168915,0
0,0.175210108315881,0
0,0.1752168167496,0
0,0.175225595575192,0
0,0.175236491231069,0
0,0.175249548733878,0
0,0.17526481382716,0
0,0.175290695499729,0
0,0.175318051239277,0
0,0.17534694517404,0
0,0.175377438568718,0
0,0.175309712858825,0
0,0.175257188602639,0
0,0.17521912057401,0
0,0.175194778688583,0
0,0.175183453126261,0
0,0.175184452895095,0
0,0.175197104032878,0
0,0.175220749808486,0
0,0.175254751957299,0
0,0.175298492056536,0
0,0.175351372689266,0
0,0.175412818331193,0
0,0.175482275971558,0
0,0.175559215495356,0
0,0.17564312985527,0
0,0.175733535060106,0
0,0.175829970004519,0
0,0.175931996162824,0
0,0.176039197167862,0
0,0.17615117829401,0
0,0.176267565861693,0
0,0.176388006579204,0
0,0.176512167127087,0
0,0.176639732525828,0
0,0.176770961570894,0
0,0.176904994501585,0
0,0.177041569671631,0
0,0.177180441116176,0
0,0.177321377784178,0
0,0.177464162780079,0
0,0.177608592618803,0
0,0.17775447649745,0
0,0.177901635586334,0
0,0.178049902341413,0
0,0.178199120440581,0
0,0.1783491431037,0
0,0.178499834171713,0
0,0.178653180284561,0
0,0.178807422873061,0
0,0.178962445567281,0
0,0.179118138493239,0
0,0.179274399040565,0
0,0.179431136802279,0
0,0.179584980073407,0
0,0.17973919431209,0
0,0.17989371593567,0
0,0.180048485262247,0
0,0.180203446201573,0
0,0.180358545967641,0
0,0.180513734817623,0
0,0.180668965822143,0
0,0.180824194591376,0
0,0.180979379084607,0
0,0.181134479420287,0
0,0.181289457698829,0
0,0.181444278909719,0
0,0.181598909083542,0
0,0.18175331544211,0
0,0.181907466383149,0
0,0.182060973315342,0
0,0.182214163692414,0
0,0.182367007704939,0
0,0.182550890475084,0
0,0.182734595465018,0
0,0.182918091321663,0
0,0.183300519094831,0
0,0.183670604156066,0
0,0.18387677696368,0
0,0.18408593528934,0
0,0.184295166684972,0
0,0.184509286153842,0
0,0.184726497542147,0
0,0.184939792326825,0
0,0.185153558410036,0
0,0.185366039303913,0
0,0.185575769480621,0
0,0.185781536346948,0
0,0.18598235085356,0
0,0.186177445392404,0
0,0.186365744670389,0
0,0.186547126611194,0
0,0.186721505178933,0
0,0.186889254406321,0
0,0.187050407910873,0
0,0.187204817446665,0
0,0.187352374073745,0
0,0.187493023220146,0
0,0.187626756075642,0
0,0.187753600823252,0
0,0.187873615681348,0
0,0.187986882174071,0
0,0.188093500160693,0
0,0.188193583605314,0
0,0.188287253105897,0
0,0.188374633311368,0
0,0.188455842670586,0
0,0.188531918049714,0
0,0.188602636735433,0
0,0.188668400205053,0
0,0.188729644012753,0
0,0.188786551741705,0
0,0.188839297441466,0
0,0.188888045273506,0
0,0.188932941669568,0
0,0.18897411319495,0
0,0.189011667855282,0
0,0.189045696140273,0
0,0.189076272389708,0
0,0.189103456003783,0
0,0.189127292287561,0
0,0.189147812901961,0
0,0.189165036130024,0
0,0.189178966924029,0
0,0.189189596868815,0
0,0.189197125167549,0
0,0.189201267596029,0
0,0.189201980674775,0
0,0.189199206927421,0
0,0.189192875198291,0
0,0.189182901032537,0
0,0.189169187177885,0
0,0.189151624204845,0
0,0.189127903675694,0
0,0.189100101707819,0
0,0.189068069044653,0
0,0.189028884009371,0
0,0.188985162310404,0
0,0.188937086169922,0
0,0.188884139304813,0
0,0.188733994122498,0.125
0,0.188678896202837,0
0,0.188618467251756,0
0,0.188552539045317,0
0,0.188400433236319,0.125
0,0.188331306997088,0
0,0.188251954284777,0
0,0.188088561758203,0.125
0,0.187994273837861,0
0,0.187888158267759,0
0,0.18777030059804,0
0,0.187583027336246,0.125
0,0.187451298846704,0
0,0.187310369707297,0
0,0.187110061717186,0.125
0,0.186962045205893,0
0,0.186805813879111,0
0,0.186599211790841,0.125
0,0.186436258156977,0
0,0.186265344465112,0
0,0.186053525989837,0.125
0,0.18587705749068,0
0,0.18569464514879,0
0,0.185510180030542,0
0,0.185293536712098,0.125
0,0.185111845368608,0
0,0.18493014697073,0
0,0.184748936022697,0
0,0.184532254879944,0.125
0,0.184355790786211,0
0,0.184180697826249,0
0,0.184007320483604,0
0,0.183835973846145,0
0,0.183627764616364,0.125
