RobotX,RobotY,t_GoalX,t_GoalY,t_Informed,t_Rrep,t_Rori,t_Ratt,Var9,nAg,groups
0.448556913548569,0.182894633243416,-0.120296532514384,0.11555365695597,0.5,0.01,0.12,0.15,V,15,3
0.448556913548569,0.182894633243416,,,,,,,,,
0.448556913548569,0.182894633243416,,,,,,,,,
0.448556913548569,0.182894633243416,,,,,,,,,
0.448556913548569,0.182894633243416,,,,,,,,,
0.478621963937369,-0.127595776275241,,,,,,,,,
0.478621963937369,-0.127595776275241,,,,,,,,,
0.478621963937369,-0.127595776275241,,,,,,,,,
0.478621963937369,-0.127595776275241,,,,,,,,,
0.478621963937369,-0.127595776275241,,,,,,,,,
0.0455164177844209,-0.153646372515142,,,,,,,,,
0.0455164177844209,-0.153646372515142,,,,,,,,,
0.0455164177844209,-0.153646372515142,,,,,,,,,
0.0455164177844209,-0.153646372515142,,,,,,,,,
0.0455164177844209,-0.153646372515142,,,,,,,,,
