RobotX,RobotY,t_GoalX,t_GoalY,t_Rrep,t_Rori,t_Ratt,Var8,nAg,groups
0.109927338855819,0.195178606531887,-0.314879205841775,0.128779387761669,0.01,0.15,0.2,V,10,3
0.109927338855819,0.195178606531887,-0.434022746281551,0.0149817086270577,,,,,,
0.109927338855819,0.195178606531887,-0.260782949418213,-0.00536928701304684,,,,,,
0.109927338855819,0.195178606531887,-0.144432395844635,0.1598488102959,,,,,,
0.0936883925906343,0.0617742746191465,,,,,,,,
0.0936883925906343,0.0617742746191465,,,,,,,,
0.0936883925906343,0.0617742746191465,,,,,,,,
0.0936883925906343,0.0617742746191465,,,,,,,,
0.426259775252951,0.115836628185983,,,,,,,,
0.426259775252951,0.115836628185983,,,,,,,,
