RobotX,RobotY,t_GoalX,t_GoalY,t_Informed,t_Rrep,t_Rori,t_Ratt,Var9,nAg,groups
-0.445121811795819,0.165501638415613,-0.0488018411797742,-0.0936755999100838,0.5,0.01,0.12,0.15,M,12,2
-0.445121811795819,0.165501638415613,,,,,,,,,
-0.445121811795819,0.165501638415613,,,,,,,,,
-0.445121811795819,0.165501638415613,,,,,,,,,
-0.445121811795819,0.165501638415613,,,,,,,,,
-0.445121811795819,0.165501638415613,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
0.419264024716188,0.0892593881567577,,,,,,,,,
